customer_id,customer_name,email,phone,age,gender,city,segment,join_date
10062,Charles Hensley,jessica56@example.org,001-258-68,37,Other,Chennai,Premium,2024-11-03
10063,Sharon Barnes,lisapeck@example.net,532-578-77,24,Other,Kochi,Occasional,2023-07-30
10064,Amber Campbell,amitchell@example.org,(624)356-5,20,Male,Mumbai,Occasional,2023-07-01
10065,Jerry Pierce,andersoncolin@example.com,985-923-98,20,Other,Hyderabad,Occasional,2025-02-14
10066,Steven Taylor,francisco94@example.net,688-287-94,67,Male,Delhi,Regular,2025-10-15
10067,Deborah Rios,jennifersilva@example.org,896.523.09,55,Other,Ahmedabad,Premium,2023-05-10
10068,Reginald Knapp,thorntonapril@example.net,578-565-27,45,Male,Mumbai,New,2023-02-13
10069,Edwin David,kellie37@example.com,258.644.19,25,Male,Pune,Occasional,2024-03-21
10070,Angela Bradshaw,julie33@example.net,584-221-99,49,Female,Ahmedabad,Occasional,2024-01-06
10071,Gary Kennedy,adampierce@example.org,(877)434-5,60,Female,Kolkata,Regular,2024-03-21
10072,Amanda Huff,vlopez@example.com,9044991547,21,Male,Visakhapatnam,Occasional,2023-03-10
10073,Julie Lee,riverajessica@example.net,720-354-93,23,Other,Lucknow,Regular,2024-11-23
10074,Brandon Holden,pmorris@example.org,563-274-54,36,Other,Kochi,New,2024-05-29
10075,Julie Moore,hannah45@example.net,932.572.79,26,Male,Visakhapatnam,New,2023-09-02
10076,Melanie Larson,foxallison@example.com,491-408-83,33,Female,Visakhapatnam,Occasional,2024-04-28
10077,Joseph Wilson,jenniferburns@example.net,207.828.67,62,Male,Nagpur,Regular,2023-02-15
10078,Aaron Robinson,williamsmelvin@example.org,+1-801-770,38,Female,Bangalore,New,2024-01-24
10079,Janet Kane DVM,qmiller@example.net,(251)228-6,30,Female,Visakhapatnam,VIP,2023-05-15
10080,Julie Ball,opatel@example.org,352.343.10,55,Female,Lucknow,Occasional,2025-03-22
10081,Jill Powers,sanchezbradley@example.com,783.702.84,44,Female,Chennai,Regular,2025-07-16
10082,Shawn Odom,roberthill@example.net,001-726-88,50,Other,Jaipur,Regular,2025-05-12
10083,Elijah White,oallen@example.com,001-627-50,42,Male,Nagpur,Regular,2023-05-09
10084,Bob Cole,christopher30@example.com,(299)501-3,43,Female,Hyderabad,Occasional,2023-02-06
10085,Tonya Wilson,srocha@example.net,001-636-73,22,Female,Bangalore,Occasional,2025-04-11
10086,Kathleen Garcia,ugill@example.org,(856)609-3,45,Other,Chennai,Occasional,2025-03-04
10087,Gary James,victorpena@example.net,247-377-25,69,Male,Kochi,Regular,2024-02-17
10088,Mary Duran,otaylor@example.org,920-938-75,36,Female,Lucknow,Occasional,2023-04-26
10089,Joseph Jenkins,morenojoshua@example.com,5866211823,61,Male,Bangalore,Occasional,2024-08-24
10090,Debra Sanders,susan79@example.org,001-234-41,38,Other,Visakhapatnam,Regular,2023-03-18
10091,Ryan Newman,ariel18@example.org,239.474.01,20,Female,Jaipur,Regular,2024-04-15
10092,Emily Ali,karenmarquez@example.com,842-493-96,45,Female,Chandigarh,Premium,2023-03-14
10093,Melissa Miller,brian63@example.org,899-496-50,65,Male,Ahmedabad,Regular,2025-06-21
10094,Mary Miller,lauren11@example.com,(662)965-5,43,Male,Mumbai,Regular,2025-05-18
10095,Derrick Anderson,ryanhawkins@example.net,(810)315-8,50,Male,Ahmedabad,Occasional,2023-03-19
10096,Kristin Haney,ashleyjackson@example.com,(824)644-7,52,Female,Chennai,Occasional,2024-05-27
10097,John Jones,sheryl79@example.net,871.724.06,58,Other,Mumbai,Regular,2025-01-21
10098,Jeffrey Colon,kevinmorrison@example.net,575.726.54,64,Female,Kochi,Regular,2024-12-21
10099,Robert Long,frederickjames@example.net,(980)473-7,28,Other,Delhi,Regular,2023-04-16
10100,Dana Hopkins,emccormick@example.com,+1-379-368,40,Male,Pune,Occasional,2023-06-12
10101,Mary Kelly,hartdeanna@example.net,(556)910-1,39,Other,Indore,Regular,2025-02-24
10102,Joel Frazier,michaeljohnson@example.org,961-312-54,22,Male,Chandigarh,New,2024-03-14
10103,Michael Flores,bradley10@example.com,+1-812-438,28,Female,Kolkata,Occasional,2023-07-16
10104,Matthew Foster,shannonjordan@example.org,001-933-34,32,Male,Bangalore,Regular,2023-05-08
10105,Scott Rose,candice96@example.net,355-479-24,50,Female,Kochi,New,2023-12-01
10106,David Wilson,heather86@example.com,+1-629-466,33,Female,Pune,Occasional,2022-11-30
10107,Ryan Harvey,stephanie72@example.org,(588)676-7,52,Female,Indore,Regular,2023-05-03
10108,Danny Roberts,xcunningham@example.com,+1-281-991,45,Other,Nagpur,Regular,2022-12-19
10109,Wanda Garcia,kennethkidd@example.com,451-571-33,56,Male,Chandigarh,Occasional,2024-08-27
10110,Renee Hudson,candice25@example.net,449-748-12,26,Male,Jaipur,Regular,2025-07-23
10111,Pam Lowe,othomas@example.com,+1-266-371,18,Other,Kolkata,Premium,2023-04-01
10112,Judy Beck,melissa86@example.org,(237)345-4,40,Other,Delhi,Premium,2024-02-23
10113,Sara Smith,scottsmith@example.com,724.424.15,20,Other,Visakhapatnam,Regular,2024-06-26
10114,Mario Barber,rubendavis@example.org,2372129387,42,Other,Jaipur,Premium,2025-07-04
10115,Ruth Mcneil,ebenson@example.org,861.411.55,38,Female,Nagpur,Regular,2025-04-11
10116,Megan Jones,bishopfrank@example.com,001-732-86,63,Male,Chandigarh,Regular,2024-08-21
10117,Charles Hill,wrightcarolyn@example.net,+1-540-943,34,Other,Ahmedabad,Premium,2024-05-22
10118,David Little,ricetiffany@example.com,626-596-58,26,Other,Ahmedabad,Occasional,2023-08-02
10119,Antonio Mccormick,courtney86@example.com,001-561-48,32,Female,Bangalore,Regular,2025-04-28
10120,Jeanette Walters,collinssamuel@example.org,6314617990,68,Female,Lucknow,Premium,2024-02-17
10121,Michael Miles,tylerreed@example.net,001-642-35,44,Female,Chandigarh,Occasional,2024-10-13
10122,Jorge Brown PhD,michaelscott@example.org,001-913-78,44,Other,Mumbai,Regular,2023-06-20
10123,Chris Velazquez,tranrobin@example.net,+1-263-453,63,Male,Kochi,Regular,2024-05-23
10124,Jose Williams,djones@example.com,001-945-71,31,Male,Mumbai,Regular,2024-03-22
10125,Katherine Barton,jessicapayne@example.org,(206)803-8,25,Other,Delhi,Regular,2023-12-23
10126,Monica Garcia,robertwoodward@example.org,001-441-80,52,Male,Visakhapatnam,New,2024-04-07
10127,Keith Graham,joelgreen@example.com,(455)974-3,66,Female,Mumbai,Regular,2025-02-16
10128,Jason Herrera,shannonford@example.org,524-790-35,57,Male,Indore,Premium,2023-07-22
10129,Anthony Evans,anthonysullivan@example.com,+1-283-517,31,Other,Kochi,Occasional,2025-06-23
10130,Rodney Watson,aguilarjonathan@example.org,9132721510,55,Female,Kolkata,New,2024-02-01
10131,Kenneth Underwood,ycrawford@example.net,(625)932-4,65,Female,Ahmedabad,New,2025-09-02
10132,Juan Brown,patrick63@example.net,638.406.57,63,Female,Pune,Premium,2023-04-22
10133,Kyle Johnson,brian78@example.com,001-493-42,20,Other,Nagpur,Regular,2025-02-13
10134,Evan Rojas,robin05@example.net,001-229-33,37,Other,Nagpur,Regular,2025-06-04
10135,Kyle Smith,nsmith@example.org,(352)750-0,24,Male,Jaipur,Regular,2022-12-03
10136,Jacqueline Mcmahon,vwillis@example.com,622-667-52,26,Male,Kochi,New,2023-10-23
10137,Nicholas Rush,xrosales@example.net,4297593917,36,Male,Indore,VIP,2023-04-26
10138,Cynthia Haas,daisymccarty@example.net,+1-957-804,69,Female,Ahmedabad,Occasional,2024-10-22
10139,Stacey Snyder,ybell@example.org,793.427.10,55,Other,Pune,Regular,2024-01-18
10140,Candace Jones,morgantricia@example.com,001-806-62,57,Male,Hyderabad,Regular,2024-08-16
10141,Elizabeth Davis,farmstrong@example.org,3502614973,47,Male,Chennai,Premium,2025-03-04
10142,Mark Rowland,tanthony@example.com,674.918.62,50,Other,Indore,Premium,2023-08-27
10143,Darrell Adams,hernandezheather@example.org,858-969-38,42,Other,Pune,Occasional,2023-08-26
10144,Cynthia Evans,torr@example.org,898.399.21,52,Male,Hyderabad,Regular,2023-02-27
10145,Jessica Osborn DDS,luis11@example.com,+1-868-354,31,Male,Lucknow,VIP,2025-04-16
10146,Charles Matthews,buckleyanna@example.org,885-464-67,58,Other,Chandigarh,Occasional,2025-09-17
10147,Melanie Morales,vpreston@example.net,607.945.05,45,Male,Hyderabad,Occasional,2024-06-28
10148,Melinda Compton,dennismccann@example.com,001-454-36,58,Female,Ahmedabad,Regular,2023-12-30
10149,Jonathon Taylor,thompsonnancy@example.org,9308705345,33,Male,Indore,New,2024-08-04
10150,Becky Johnson,tracy72@example.com,001-885-25,66,Male,Bangalore,Regular,2024-09-18
10151,Kenneth Hanna,deborahbyrd@example.com,+1-668-600,47,Female,Hyderabad,Occasional,2025-03-01
10152,James Bailey,jeffery48@example.net,(391)708-5,52,Other,Lucknow,Regular,2023-10-07
10153,Margaret Hensley MD,jacob83@example.org,+1-565-720,63,Other,Indore,Occasional,2024-02-02
10154,Courtney Nichols,qknox@example.com,542.782.41,22,Female,Hyderabad,Regular,2023-02-15
10155,Seth Fisher,nathan94@example.com,370-899-91,26,Male,Chandigarh,Regular,2022-12-31
10156,Jennifer Pitts,derrickgonzalez@example.com,001-772-25,34,Female,Chennai,Regular,2024-07-30
10157,Donald Juarez,barbaramoore@example.org,(296)566-6,41,Other,Lucknow,New,2024-08-01
10158,Tiffany Mcclain,andrewsmith@example.net,635.442.16,18,Male,Chandigarh,Occasional,2023-01-27
10159,Angel Fry,mluna@example.net,262-457-53,62,Other,Ahmedabad,VIP,2024-12-16
10160,Michael Conner,qmcdowell@example.net,+1-609-901,64,Female,Chandigarh,Occasional,2024-12-27
10161,Christine Jennings,turnerdorothy@example.net,549.592.61,29,Other,Kolkata,Occasional,2025-06-03
10162,Sandra Dudley,jade42@example.org,+1-373-975,64,Female,Bangalore,Regular,2024-06-15
10163,Brandon Hunt,conwaydawn@example.com,247-201-20,58,Male,Indore,Regular,2024-02-04
10164,Mary Jackson,patricia94@example.net,855-921-66,43,Male,Nagpur,Regular,2023-08-27
10165,Mariah Robles,andersonjessica@example.org,769-279-72,46,Other,Bangalore,Occasional,2024-10-14
10166,Sheryl Acosta,timothyfreeman@example.com,301.845.08,57,Male,Jaipur,Regular,2024-06-09
10167,Danielle Reed,jhernandez@example.net,7025877217,68,Female,Jaipur,Regular,2024-07-07
10168,Donald Hunter,ppowell@example.org,879.871.77,46,Female,Hyderabad,Regular,2025-05-29
10169,Joshua Petersen,pamela83@example.net,+1-375-350,21,Female,Chandigarh,Premium,2024-12-11
10170,Courtney Peterson,amy51@example.org,(372)861-4,45,Female,Nagpur,Regular,2023-10-14
10171,Roger Lee,daniel60@example.net,+1-991-477,39,Other,Kochi,Occasional,2025-09-09
10172,Carrie Ochoa,hughescaroline@example.com,666.793.46,62,Male,Chennai,Regular,2024-04-24
10173,Taylor Chen,jasonklein@example.net,(822)688-5,39,Other,Lucknow,VIP,2025-05-14
10174,Jenny Smith,johnsondustin@example.net,5342244204,41,Male,Hyderabad,Occasional,2024-12-12
10175,Jesse Jensen,juliahoffman@example.org,540.766.65,58,Other,Kochi,Occasional,2025-04-24
10176,Kimberly Morrison,kellythompson@example.net,622-481-60,42,Male,Ahmedabad,Regular,2024-04-30
10177,Ryan Smith,jmckinney@example.org,(759)309-4,29,Female,Chennai,New,2025-03-07
10178,Emily Robinson,abigailhartman@example.org,(988)261-5,43,Male,Hyderabad,New,2025-02-14
10179,Gregory Allen,susanfleming@example.com,(216)648-4,25,Other,Delhi,Occasional,2024-11-27
10180,Cheryl Palmer,jacksonstephanie@example.net,+1-801-333,18,Female,Visakhapatnam,Regular,2024-09-09
10181,Brittany Stevens,benjamin10@example.org,281-893-46,46,Other,Kochi,Regular,2023-11-02
10182,Kimberly May,avilabrenda@example.net,958-814-49,52,Male,Jaipur,Regular,2025-07-05
10183,Matthew Wells,derekmyers@example.net,824-350-88,52,Female,Pune,Regular,2023-11-06
10184,Paul Berger,jason82@example.org,(939)343-1,37,Other,Kolkata,Regular,2024-02-10
10185,Austin Garcia,wlynn@example.org,+1-431-749,55,Female,Jaipur,New,2025-10-06
10186,Tina Jackson,john36@example.com,(325)677-7,63,Female,Delhi,Occasional,2023-06-27
10187,Brenda Ryan,jessica11@example.org,709.896.93,25,Other,Ahmedabad,Occasional,2024-05-18
10188,Raymond Quinn,dennis88@example.org,(458)903-9,37,Female,Visakhapatnam,Regular,2023-06-16
10189,Amanda Juarez,bryanwood@example.org,+1-438-856,50,Female,Pune,VIP,2024-04-01
10190,Holly Valdez,blacknicholas@example.org,665.557.79,56,Male,Kochi,Premium,2024-12-18
10191,Christopher Guzman,guerrerorobert@example.com,001-417-47,66,Female,Jaipur,New,2023-12-21
10192,Amanda Armstrong,jacksonsandra@example.net,(899)404-1,59,Other,Kochi,Regular,2024-11-07
10193,Samantha White,gary57@example.net,001-813-46,58,Male,Hyderabad,Regular,2023-08-30
10194,Cassandra Valenzuela,richamanda@example.org,772-298-06,58,Female,Lucknow,Occasional,2023-07-22
10195,Jessica Mays,yclarke@example.com,001-691-86,38,Female,Jaipur,Occasional,2023-08-28
10196,Aaron Manning,lanedavid@example.org,(735)665-1,56,Other,Kolkata,Regular,2025-05-25
10197,Jennifer Harris DDS,jwhite@example.net,844.795.62,58,Female,Kochi,Occasional,2024-10-23
10198,Lisa Cohen,martintamara@example.org,727-396-11,28,Female,Ahmedabad,Premium,2023-06-01
10199,Misty Arias,hmendez@example.com,001-590-42,30,Female,Bangalore,Premium,2025-07-20
10200,Heather Pena,christopherhill@example.com,(766)793-8,63,Other,Ahmedabad,Premium,2025-11-23
10201,Destiny Obrien,shawnpowell@example.org,626-681-81,57,Other,Chandigarh,New,2025-11-05
10202,Tracy Hart,katherineali@example.com,+1-279-607,29,Other,Mumbai,Occasional,2024-04-19
10203,Brandon Nunez,charles27@example.com,(539)542-3,25,Male,Nagpur,Occasional,2023-04-12
10204,Sara Kelly,wilsonchristian@example.net,490.680.75,62,Male,Pune,Premium,2024-09-05
10205,Paul Anderson,imendoza@example.org,356.727.18,65,Other,Hyderabad,Premium,2024-04-01
10206,Scott Lopez,joel79@example.com,(427)563-6,56,Male,Mumbai,Regular,2023-03-12
10207,Michelle Brock,mchase@example.org,001-627-20,22,Female,Kolkata,Premium,2024-06-22
10208,Michael Brown,thomas17@example.net,445-658-84,42,Other,Chandigarh,New,2023-07-19
10209,Michael Freeman,ypreston@example.net,572-725-69,63,Female,Chandigarh,Regular,2023-02-23
10210,Eddie Adams,cnelson@example.com,001-498-87,64,Male,Jaipur,Occasional,2023-11-28
10211,Arthur Johns,johnsonrandy@example.org,649-921-64,66,Male,Mumbai,Regular,2023-07-28
10212,Bonnie Roberson,johnsonmichael@example.com,878.648.72,35,Female,Jaipur,New,2023-03-10
10213,Karen Perez,ramosmichael@example.com,(240)908-2,50,Male,Jaipur,Occasional,2024-02-24
10214,Karen Smith,myates@example.org,4858368663,53,Other,Pune,Occasional,2024-04-09
10215,Connie Miller,zacharymarsh@example.net,001-944-98,54,Male,Delhi,New,2024-10-08
10216,Marcus Lopez,hernandeztara@example.org,(414)242-7,57,Other,Bangalore,Regular,2024-12-27
10217,Glenn Collins DDS,steven05@example.org,001-520-84,68,Other,Jaipur,Regular,2024-02-08
10218,Jessica Rojas,gonzalezjill@example.org,537.764.52,58,Female,Chennai,Occasional,2023-04-10
10219,Sharon Robinson,youngryan@example.org,(949)416-3,46,Male,Kolkata,New,2025-08-11
10220,Brandon Moore,parksmatthew@example.net,7057281273,27,Female,Lucknow,Regular,2024-08-31
10221,Jessica Lee,ihoward@example.com,4777848739,68,Other,Hyderabad,Regular,2023-05-29
10222,John Dillon,caseymoore@example.com,585-770-86,35,Male,Chandigarh,New,2024-05-10
10223,Mary Ryan,rlee@example.com,001-482-29,26,Other,Indore,VIP,2023-10-15
10224,John Garcia,hbarrett@example.net,001-994-20,37,Female,Pune,Regular,2024-08-27
10225,Patrick Zamora,laura09@example.com,501.441.38,44,Female,Mumbai,Occasional,2024-03-05
10226,Kristin Reese,emily61@example.org,(786)785-2,19,Other,Bangalore,Premium,2024-11-02
10227,Yesenia Kirk,bduran@example.net,293-698-36,33,Female,Chandigarh,Occasional,2025-02-01
10228,Kelly Holder,adam33@example.com,2489889921,19,Other,Nagpur,New,2025-03-01
10229,Charles Richardson,jesseshepherd@example.org,001-369-63,52,Other,Visakhapatnam,VIP,2025-04-03
10230,Robert James,weeksmatthew@example.com,(713)590-6,18,Male,Visakhapatnam,New,2023-03-14
10231,Michael Osborn,kmullins@example.net,936-246-22,54,Other,Ahmedabad,Regular,2024-04-29
10232,Deborah Ross,iayala@example.org,683.876.93,66,Male,Chandigarh,New,2025-04-15
10233,Thomas Davis,whenderson@example.org,559-704-25,42,Other,Lucknow,Occasional,2025-02-20
10234,Nicholas Miller,sanchezchristine@example.org,605-914-77,60,Male,Visakhapatnam,New,2024-09-30
10235,Wendy Neal,bennettrebecca@example.net,9422043940,52,Male,Hyderabad,Occasional,2024-11-14
10236,Matthew Alvarado,michelle04@example.net,(936)281-5,26,Other,Nagpur,Regular,2023-01-05
10237,Thomas Torres,klong@example.org,(655)543-8,61,Male,Chennai,Premium,2025-05-13
10238,Steven Sandoval,blairabigail@example.net,+1-436-539,45,Male,Lucknow,Occasional,2023-07-31
10239,Lauren Sutton,michelleparker@example.net,226.729.25,58,Female,Chandigarh,New,2022-12-03
10240,Jennifer Jenkins,oreese@example.net,523-512-20,40,Female,Pune,Occasional,2024-11-29
10241,Alexander Miller,manderson@example.com,001-252-66,28,Male,Indore,New,2024-05-13
10242,Courtney Powers,katherinejones@example.com,+1-275-373,49,Other,Delhi,Regular,2024-01-15
10243,Ronald Williams,aprilfoster@example.net,6866803476,51,Female,Mumbai,Premium,2024-09-10
10244,Jay Austin,vaughnrebecca@example.com,+1-271-481,45,Male,Nagpur,Premium,2023-05-06
10245,Steven Huang,udavis@example.net,+1-821-811,24,Other,Indore,Occasional,2024-09-29
10246,Christopher Rogers,fernandothomas@example.net,5642474212,18,Other,Pune,New,2024-05-14
10247,Dawn Ellis,astephens@example.net,633.597.76,37,Female,Mumbai,Occasional,2023-05-25
10248,Charles Delgado,thomasantonio@example.net,+1-445-910,45,Female,Ahmedabad,Regular,2023-02-21
10249,Heather Johnson,marcus61@example.com,+1-814-572,48,Other,Pune,Regular,2025-07-21
10250,Lisa Rodriguez,webbhaley@example.net,969-954-89,28,Other,Lucknow,Occasional,2023-08-30
10251,Sophia Hall,tiffany01@example.org,513.696.60,66,Male,Indore,Occasional,2024-04-27
10252,Barry Evans,katie15@example.com,(499)902-3,22,Male,Kochi,Premium,2023-05-09
10253,Kimberly Rogers,dreilly@example.net,295-788-03,65,Female,Bangalore,Regular,2023-08-14
10254,Miss Sarah Duncan,hlopez@example.com,001-650-44,48,Other,Bangalore,Occasional,2023-08-10
10255,Richard Strickland,wallaceangel@example.com,923.857.84,47,Female,Kolkata,Premium,2024-09-07
10256,Kelly Smith,mcdanielbrooke@example.org,670-718-40,20,Male,Chennai,Regular,2025-09-10
10257,Megan Nelson,joshuasmith@example.net,+1-481-638,62,Female,Delhi,Premium,2024-11-26
10258,Carolyn Collins,amber02@example.org,701.660.16,44,Male,Pune,Regular,2025-03-07
10259,Craig Chang,beltrankatelyn@example.com,001-521-57,32,Other,Jaipur,Regular,2025-03-24
10260,Steven Scott,philip55@example.com,401.371.57,47,Male,Delhi,Regular,2024-07-27
10261,Miguel Rodriguez,sparksamanda@example.com,001-363-79,54,Male,Lucknow,Occasional,2025-06-07
10262,Michael Reynolds,vbradley@example.net,001-332-91,54,Female,Nagpur,Regular,2022-12-31
10263,Tyler Jones,jenningscandace@example.com,970-513-29,40,Female,Pune,Regular,2024-02-17
10264,Shawn Evans,samantha65@example.org,001-209-28,21,Male,Kochi,New,2023-09-30
10265,Samantha Howard,michelle36@example.net,001-465-96,26,Male,Lucknow,Regular,2024-11-20
10266,Justin Bridges,mary24@example.net,(320)410-2,46,Other,Pune,Premium,2025-09-08
10267,Jennifer Bryant,dhanson@example.net,(687)865-3,64,Female,Chennai,Regular,2024-02-25
10268,Laura Johnson,carrolljanet@example.org,001-371-52,69,Male,Delhi,Premium,2025-08-07
10269,Patrick Horne,suttonamber@example.net,790-658-07,49,Female,Pune,Regular,2023-02-20
10270,Andrew Livingston,jessica94@example.org,+1-379-629,39,Male,Kolkata,Regular,2025-09-17
10271,Luis Hill,alexis19@example.org,001-227-75,22,Male,Kochi,Occasional,2025-01-23
10272,Dr. Linda Underwood,amullins@example.com,272.439.50,30,Other,Lucknow,Premium,2024-01-20
10273,John Alvarez,noahthornton@example.com,728-860-47,62,Male,Bangalore,Regular,2023-08-26
10274,Marissa Nelson,joseph14@example.net,001-767-23,40,Female,Kolkata,Occasional,2023-04-22
10275,Sandra Smith,foxgina@example.com,544.330.09,20,Female,Indore,New,2023-10-24
10276,Barbara Gates,nicholasgallagher@example.net,001-621-82,66,Female,Kolkata,Regular,2024-12-18
10277,Mary Carrillo,fernando14@example.org,(465)904-4,63,Other,Lucknow,Premium,2024-11-06
10278,Joshua Reynolds,gainesjennifer@example.org,2112947072,61,Female,Lucknow,New,2025-01-28
10279,Deborah Graves,gandrews@example.net,001-777-76,28,Male,Ahmedabad,Regular,2024-11-30
10280,Jennifer Chen,diazmelissa@example.com,674-832-80,21,Female,Kolkata,Regular,2024-07-29
10281,Lydia Howard,mccluresamuel@example.org,(603)909-3,30,Other,Chandigarh,Regular,2023-07-12
