CustomerID,FirstName,LastName,Email,City,State,ZipCode,SignupDate,Age,Gender
C00138,Henry,Davis,henry.davis539@email.com,Seattle,WA,98101,2023-01-30,28,Male
C00139,Michael,Davis,michael.davis765@email.com,Denver,CO,80201,2023-10-03,27,Female
C00140,Sophia,Lee,sophia.lee720@email.com,Denver,CO,80201,2023-01-02,43,Female
C00141,Michael,Wilson,michael.wilson564@email.com,Houston,TX,77001,2022-06-20,47,Male
C00142,Oliver,Taylor,oliver.taylor956@email.com,Austin,TX,78701,2023-11-05,27,Female
C00143,James,Hernandez,james.hernandez783@email.com,Seattle,WA,98101,2022-11-29,33,Female
C00144,Jacob,Wilson,jacob.wilson385@email.com,Austin,TX,78701,2023-09-16,29,Male
C00145,Logan,Rodriguez,logan.rodriguez983@email.com,Jacksonville,FL,32099,2024-09-11,36,Female
C00146,Oliver,Smith,oliver.smith531@email.com,Los Angeles,CA,90001,2022-10-19,41,Male
C00147,Isabella,Martinez,isabella.martinez877@email.com,New York,NY,10001,2022-11-04,29,Male
C00148,William,Smith,william.smith97@email.com,Dallas,TX,75201,2024-07-30,39,Male
C00149,Olivia,Anderson,olivia.anderson376@email.com,Jacksonville,FL,32099,2022-06-09,26,Female
C00150,Alexander,Davis,alexander.davis95@email.com,San Diego,CA,92093,2022-09-20,47,Female
C00151,Alexander,Gonzalez,alexander.gonzalez741@email.com,Denver,CO,80201,2024-07-28,28,Male
C00152,William,Thomas,william.thomas610@email.com,Philadelphia,PA,19019,2023-05-15,48,Male
C00153,Jacob,Martinez,jacob.martinez81@email.com,Los Angeles,CA,90001,2024-01-19,47,Female
C00154,Olivia,Hernandez,olivia.hernandez427@email.com,Jacksonville,FL,32099,2024-06-19,48,Female
C00155,Sophia,Davis,sophia.davis650@email.com,Miami,FL,33101,2024-05-19,41,Male
C00156,Jacob,Gonzalez,jacob.gonzalez327@email.com,Los Angeles,CA,90001,2022-11-09,38,Male
C00157,Logan,Jackson,logan.jackson157@email.com,Phoenix,AZ,85001,2022-12-01,38,Male
C00158,Olivia,Walker,olivia.walker228@email.com,Fort Worth,TX,76101,2024-09-21,36,Male
C00159,Benjamin,Martinez,benjamin.martinez85@email.com,Fort Worth,TX,76101,2022-06-01,26,Female
C00160,Lucas,Jackson,lucas.jackson88@email.com,Los Angeles,CA,90001,2023-07-16,34,Female
C00161,Oliver,Taylor,oliver.taylor781@email.com,Columbus,OH,43004,2024-03-03,44,Male
C00162,Isabella,Thomas,isabella.thomas668@email.com,Seattle,WA,98101,2022-07-22,37,Female
C00163,Alexander,Miller,alexander.miller249@email.com,Seattle,WA,98101,2023-09-23,45,Male
C00164,Ava,Rodriguez,ava.rodriguez116@email.com,Columbus,OH,43004,2022-11-28,43,Male
C00165,Michael,Wilson,michael.wilson329@email.com,Columbus,OH,43004,2023-01-10,33,Male
C00166,James,Martin,james.martin174@email.com,Miami,FL,33101,2022-01-25,46,Female
C00167,James,Martin,james.martin46@email.com,San Francisco,CA,94102,2023-10-01,26,Female
C00168,Amelia,Miller,amelia.miller116@email.com,Jacksonville,FL,32099,2022-06-09,46,Male
C00169,Henry,Johnson,henry.johnson890@email.com,San Diego,CA,92093,2024-08-29,41,Male
C00170,Noah,Smith,noah.smith313@email.com,Austin,TX,78701,2023-12-12,47,Male
C00171,Elijah,Thomas,elijah.thomas209@email.com,New York,NY,10001,2022-12-06,28,Male
C00172,Logan,Taylor,logan.taylor712@email.com,Dallas,TX,75201,2023-07-16,37,Male
C00173,Daniel,Walker,daniel.walker262@email.com,New York,NY,10001,2023-01-21,40,Male
C00174,Mia,Johnson,mia.johnson55@email.com,San Jose,CA,95101,2022-07-25,47,Female
C00175,Elijah,Lee,elijah.lee679@email.com,New York,NY,10001,2022-03-10,34,Female
C00176,Michael,Lopez,michael.lopez237@email.com,Houston,TX,77001,2022-01-20,31,Female
C00177,Oliver,Taylor,oliver.taylor888@email.com,Houston,TX,77001,2024-07-14,32,Female
C00178,Ethan,Moore,ethan.moore575@email.com,Chicago,IL,60601,2022-07-10,28,Female
C00179,Daniel,Smith,daniel.smith342@email.com,Los Angeles,CA,90001,2022-09-11,38,Female
C00180,Lucas,Gonzalez,lucas.gonzalez364@email.com,Philadelphia,PA,19019,2022-01-19,33,Female
C00181,Jacob,Martinez,jacob.martinez832@email.com,San Diego,CA,92093,2024-09-28,38,Female
C00182,Olivia,Lee,olivia.lee967@email.com,Dallas,TX,75201,2024-06-18,34,Male
C00183,Logan,Rodriguez,logan.rodriguez673@email.com,San Diego,CA,92093,2022-06-05,32,Female
C00184,Isabella,Williams,isabella.williams428@email.com,Fort Worth,TX,76101,2023-06-18,43,Male
C00185,Amelia,Jackson,amelia.jackson460@email.com,Phoenix,AZ,85001,2023-03-13,31,Female
C00186,Logan,Jones,logan.jones884@email.com,San Antonio,TX,78201,2023-10-31,26,Male
C00187,Isabella,Martinez,isabella.martinez931@email.com,Indianapolis,IN,46201,2024-07-20,26,Female
C00188,Isabella,Lee,isabella.lee70@email.com,Denver,CO,80201,2024-07-28,27,Female
C00189,Logan,Moore,logan.moore745@email.com,Houston,TX,77001,2022-07-08,32,Male
C00190,Emma,Hernandez,emma.hernandez454@email.com,Columbus,OH,43004,2024-09-11,35,Female
C00191,Henry,Lee,henry.lee110@email.com,Dallas,TX,75201,2022-06-05,46,Male
C00192,Isabella,Garcia,isabella.garcia621@email.com,New York,NY,10001,2024-02-20,41,Female
C00193,Alexander,Martin,alexander.martin704@email.com,San Diego,CA,92093,2023-09-03,29,Male
C00194,Emma,Lopez,emma.lopez138@email.com,Chicago,IL,60601,2023-12-06,46,Female
C00195,Mason,Martin,mason.martin189@email.com,Charlotte,NC,28201,2023-12-31,42,Female
C00196,Oliver,Thomas,oliver.thomas232@email.com,Charlotte,NC,28201,2022-05-21,27,Male
C00197,Olivia,Wilson,olivia.wilson228@email.com,New York,NY,10001,2024-08-05,30,Female
C00198,Henry,Walker,henry.walker182@email.com,San Antonio,TX,78201,2024-02-15,28,Male
C00199,Elijah,Martin,elijah.martin909@email.com,Charlotte,NC,28201,2023-12-06,32,Female
C00200,Amelia,Wilson,amelia.wilson738@email.com,Fort Worth,TX,76101,2024-03-05,23,Female
C00201,William,Gonzalez,william.gonzalez534@email.com,Boston,MA,02101,2024-08-19,45,Male
C00202,Sophia,Anderson,sophia.anderson532@email.com,San Francisco,CA,94102,2024-04-26,23,Male
C00203,Logan,Gonzalez,logan.gonzalez195@email.com,Los Angeles,CA,90001,2023-07-26,34,Male
C00204,Noah,Anderson,noah.anderson473@email.com,Fort Worth,TX,76101,2024-06-24,31,Female
C00205,Mia,Wilson,mia.wilson475@email.com,San Jose,CA,95101,2023-09-20,23,Male
C00206,Jacob,Anderson,jacob.anderson185@email.com,Chicago,IL,60601,2024-01-10,38,Male
C00207,Alexander,Hall,alexander.hall332@email.com,Seattle,WA,98101,2022-05-19,34,Female
C00208,Elijah,Smith,elijah.smith904@email.com,Philadelphia,PA,19019,2023-04-10,40,Male
C00209,Elijah,Williams,elijah.williams736@email.com,Dallas,TX,75201,2022-11-28,44,Male
C00210,Henry,Brown,henry.brown650@email.com,Chicago,IL,60601,2022-04-27,44,Female
C00211,James,Williams,james.williams388@email.com,Indianapolis,IN,46201,2023-12-26,34,Male
C00212,Logan,Gonzalez,logan.gonzalez580@email.com,Los Angeles,CA,90001,2024-02-26,27,Female
C00213,Michael,Jones,michael.jones788@email.com,Philadelphia,PA,19019,2024-06-08,26,Male
C00214,Daniel,Johnson,daniel.johnson296@email.com,Columbus,OH,43004,2022-11-12,31,Female
C00215,Jacob,Garcia,jacob.garcia4@email.com,Houston,TX,77001,2024-07-09,26,Male
C00216,Ethan,Rodriguez,ethan.rodriguez557@email.com,New York,NY,10001,2023-04-15,37,Female
C00217,Emma,Martin,emma.martin465@email.com,Charlotte,NC,28201,2022-09-01,28,Female
C00218,Benjamin,Anderson,benjamin.anderson251@email.com,Chicago,IL,60601,2023-09-08,41,Male
C00219,Logan,Rodriguez,logan.rodriguez51@email.com,Boston,MA,02101,2023-10-06,39,Male
C00220,Mia,Jones,mia.jones149@email.com,Los Angeles,CA,90001,2023-10-31,33,Male
C00221,Olivia,Walker,olivia.walker340@email.com,Denver,CO,80201,2024-05-08,41,Female
C00222,Ava,Johnson,ava.johnson689@email.com,Houston,TX,77001,2023-03-03,27,Male
C00223,Noah,Martin,noah.martin990@email.com,Boston,MA,02101,2023-08-10,47,Male
C00224,Elijah,Jackson,elijah.jackson787@email.com,Jacksonville,FL,32099,2024-08-11,23,Male
C00225,Noah,Hernandez,noah.hernandez777@email.com,Jacksonville,FL,32099,2024-07-08,34,Male
C00226,Benjamin,Moore,benjamin.moore125@email.com,Chicago,IL,60601,2022-10-27,37,Male
C00227,Daniel,Rodriguez,daniel.rodriguez713@email.com,Austin,TX,78701,2023-06-24,35,Male
C00228,Charlotte,Martin,charlotte.martin496@email.com,Los Angeles,CA,90001,2022-04-22,40,Male
C00229,Henry,Hall,henry.hall438@email.com,Boston,MA,02101,2024-08-14,47,Female
C00230,Ethan,Hernandez,ethan.hernandez950@email.com,Dallas,TX,75201,2023-06-23,40,Female
C00231,Isabella,Martin,isabella.martin505@email.com,Denver,CO,80201,2023-05-24,38,Female
C00232,Mia,Martin,mia.martin2@email.com,San Diego,CA,92093,2023-12-27,31,Male
C00233,Sophia,Smith,sophia.smith756@email.com,San Francisco,CA,94102,2023-10-03,47,Male
C00234,Charlotte,Martin,charlotte.martin359@email.com,Columbus,OH,43004,2023-02-28,23,Female
C00235,Logan,Lee,logan.lee707@email.com,San Antonio,TX,78201,2022-01-12,42,Male
C00236,Noah,Rodriguez,noah.rodriguez786@email.com,Chicago,IL,60601,2022-11-12,31,Female
C00237,Emma,Brown,emma.brown853@email.com,Austin,TX,78701,2022-12-16,34,Male
C00238,Mia,Miller,mia.miller939@email.com,Austin,TX,78701,2024-05-03,32,Female
C00239,Lucas,Johnson,lucas.johnson643@email.com,Miami,FL,33101,2022-05-20,37,Male
C00240,Elijah,Moore,elijah.moore951@email.com,Austin,TX,78701,2023-04-19,47,Female
C00241,Henry,Johnson,henry.johnson569@email.com,Indianapolis,IN,46201,2022-11-03,40,Female
C00242,Logan,Smith,logan.smith819@email.com,San Antonio,TX,78201,2023-08-15,43,Female
C00243,James,Williams,james.williams348@email.com,Phoenix,AZ,85001,2022-10-15,48,Male
C00244,Oliver,Lee,oliver.lee192@email.com,Seattle,WA,98101,2024-05-12,27,Female
C00245,Ethan,Brown,ethan.brown279@email.com,San Jose,CA,95101,2023-12-24,32,Male
C00246,Benjamin,Williams,benjamin.williams463@email.com,Charlotte,NC,28201,2024-06-17,29,Female
C00247,Noah,Miller,noah.miller384@email.com,Indianapolis,IN,46201,2022-11-06,27,Male
C00248,Olivia,Miller,olivia.miller819@email.com,Chicago,IL,60601,2023-03-31,38,Male
C00249,Lucas,Taylor,lucas.taylor751@email.com,Phoenix,AZ,85001,2022-07-14,32,Female
C00250,Mason,Martinez,mason.martinez842@email.com,Austin,TX,78701,2022-05-27,46,Male
C00251,Mason,Walker,mason.walker471@email.com,Phoenix,AZ,85001,2022-07-30,45,Male
C00252,Oliver,Hall,oliver.hall955@email.com,Indianapolis,IN,46201,2022-04-29,22,Female
C00253,Olivia,Walker,olivia.walker479@email.com,Boston,MA,02101,2024-06-11,24,Female
C00254,Olivia,Brown,olivia.brown24@email.com,Indianapolis,IN,46201,2024-02-24,43,Female
C00255,Alexander,Martinez,alexander.martinez206@email.com,Miami,FL,33101,2024-07-02,28,Female
C00256,Charlotte,Martinez,charlotte.martinez688@email.com,Dallas,TX,75201,2023-06-30,32,Female
C00257,Sophia,Rodriguez,sophia.rodriguez16@email.com,Phoenix,AZ,85001,2022-06-11,30,Male
C00258,Ethan,Moore,ethan.moore563@email.com,Indianapolis,IN,46201,2022-04-15,28,Female
C00259,William,Rodriguez,william.rodriguez588@email.com,Phoenix,AZ,85001,2024-08-23,44,Female
C00260,Amelia,Garcia,amelia.garcia554@email.com,Chicago,IL,60601,2022-11-15,41,Female
C00261,Elijah,Johnson,elijah.johnson109@email.com,Phoenix,AZ,85001,2022-01-30,37,Male
C00262,Oliver,Johnson,oliver.johnson722@email.com,Chicago,IL,60601,2023-03-13,34,Male
C00263,Ethan,Jackson,ethan.jackson632@email.com,Miami,FL,33101,2024-05-06,44,Female
C00264,James,Martinez,james.martinez998@email.com,Austin,TX,78701,2024-04-17,28,Male
C00265,Elijah,Jackson,elijah.jackson100@email.com,Phoenix,AZ,85001,2022-04-06,48,Female
C00266,Elijah,Martinez,elijah.martinez482@email.com,Miami,FL,33101,2023-12-29,46,Female
C00267,Amelia,Davis,amelia.davis935@email.com,Phoenix,AZ,85001,2024-05-31,41,Female
C00268,James,Gonzalez,james.gonzalez808@email.com,Philadelphia,PA,19019,2023-12-18,43,Female
C00269,William,Anderson,william.anderson116@email.com,Charlotte,NC,28201,2022-01-31,24,Female
C00270,James,Thomas,james.thomas787@email.com,San Francisco,CA,94102,2024-05-16,27,Female
C00271,James,Martin,james.martin416@email.com,Denver,CO,80201,2022-05-11,38,Male
C00272,Daniel,Brown,daniel.brown812@email.com,Austin,TX,78701,2023-07-24,42,Male
C00273,Noah,Moore,noah.moore245@email.com,San Francisco,CA,94102,2023-02-15,40,Female
C00274,Ethan,Davis,ethan.davis68@email.com,Seattle,WA,98101,2022-06-12,37,Female
C00275,William,Miller,william.miller581@email.com,Denver,CO,80201,2023-03-18,47,Female
C00276,William,Moore,william.moore758@email.com,San Diego,CA,92093,2022-06-27,43,Male
C00277,Daniel,Jackson,daniel.jackson334@email.com,Charlotte,NC,28201,2022-04-28,40,Female
C00278,Logan,Brown,logan.brown72@email.com,San Francisco,CA,94102,2022-06-30,31,Female
C00279,Ethan,Brown,ethan.brown336@email.com,Boston,MA,02101,2024-02-29,48,Female
C00280,Lucas,Lee,lucas.lee909@email.com,Los Angeles,CA,90001,2022-04-03,28,Male
C00281,Alexander,Lee,alexander.lee464@email.com,New York,NY,10001,2024-02-15,26,Male
C00282,Logan,Martinez,logan.martinez201@email.com,Fort Worth,TX,76101,2023-09-23,40,Female
C00283,Charlotte,Walker,charlotte.walker941@email.com,Austin,TX,78701,2022-11-03,40,Female
C00284,Benjamin,Hall,benjamin.hall627@email.com,Jacksonville,FL,32099,2022-04-02,40,Male
C00285,Mason,Gonzalez,mason.gonzalez379@email.com,Phoenix,AZ,85001,2024-05-22,31,Male
